IdEvaluacion;FechaEvaluacion;IdJugador;IdPosicion;PesoBrutoKg;TallaCorporalCm;TallaSentadoCM;DiametroBiacromial;DiametroToraxTransverso;DiametroToraxAnteroPosterior;DiametroBi-iliocrestideo;DiametroHumeralBiepicondilar;DiametroFemoralBiepicondilar;PerimetroCabeza;PerimetroBrazoRelajado;PerimetroBrazoFlexionadoEnTension;PerimetroAntebrazoMaximo;PerimetroToraxMesoesternal;PerimetroCinturaMinima;PerimetroCaderaMaximo;PerimetroMusloMaximo;PerimetroMusloMedial;PerimetroPantorrillaMaxima;PlieguesTriceps;PlieguesSubescapular;PlieguesSupraespinal;PlieguesAbdominal;PlieguesMusloMedial;PlieguesPantorrilla;Bicipital;Supracrestideo;Sumatoria 6 pliegues;Sumatoria 8 pliegues;MasaPielKg;MasaPielPer;MasaAdiposaKg;MasaAdiposaPer;MasaMuscularKg;MasaMuscularPer;MasaResidualKg;MasaResidualPer;MasaOseaKg;MasaOseaPer;IMO;IAM;ObjetivoGeneral;ObjetivoEspecifico;Comentarios;;
246;10/11/2023;300;18;75.8;178;93.7;41.3;28.5;20.9;26.4;7.5;10.4;56.2;31.2;33.4;27.8;98.4;73.8;98.6;57.4;57.2;38.1;7.2;8.2;8.2;10.2;10.4;5.6;;;49.8;49.8;3.97;0.052;15.94;0.210;39.05;0.515;7.99;0.105;8.85;0.117;4.41;0.41;;;;;
247;10/11/2023;302;18;79.5;180.9;93.5;39.2;31.5;22.4;30.3;7;10;57.2;31.8;34.6;28.8;100.6;83.9;99.9;59.7;58.7;37.8;5.6;6.6;9.6;9.4;9;6;;;46.2;46.2;3.97;0.050;15.40;0.194;41.08;0.517;10.45;0.131;8.60;0.108;4.78;0.38;;;;;
248;10/11/2023;278;17;59.4;168.8;87.7;40.4;27.4;20.3;26.3;6.5;9.4;53.9;27.9;30.2;25.2;88.4;70;89.6;51.6;51.7;34.4;8.2;9;6.2;10.6;10;5.2;;;49.2;49.2;3.41;0.057;13.77;0.232;27.96;0.471;6.82;0.115;7.44;0.125;3.76;0.49;;;;;
249;10/11/2023;280;18;78;176.4;94.5;41.1;28.4;19.7;28.2;6.7;10.3;54.5;31.5;34.7;26.7;94.3;79.1;102.5;61.5;59.8;36.6;9.2;11.4;15;16.2;10;6.2;;;68;68.0;4.04;0.052;19.07;0.244;37.67;0.483;8.50;0.109;8.72;0.112;4.32;0.51;;;;;
250;10/11/2023;303;16;74.8;179.5;93.3;41.3;29.3;20.7;26.8;7.2;10;55.2;29.2;33.4;26.2;97.2;79.6;97.6;57.2;56.4;37.4;8;8;8.4;10;8;4;;;46.4;46.4;4.00;0.053;15.73;0.210;37.38;0.500;9.25;0.124;8.45;0.113;4.42;0.42;Disminuir Masa Adiposa;1000;El porcentaje de t adiposo puede elevarse como consecuencia de una m muscular dimisnuída. Obj final +2 Kg m. muscular;;
251;15/11/2023;320;16;70.85;171.5;89;39.8;30.3;21.3;25.3;6.9;9.9;54.6;28.6;33;27.2;99.2;76.8;93.4;56.9;56.6;37.9;3.4;6.2;3.2;4;4;2.6;;;23.4;23.4;3.82;0.054;10.26;0.145;39.80;0.562;9.25;0.131;7.72;0.109;5.16;0.26;;;;;
252;15/11/2023;314;17;79.5;184;99.7;42.3;29.3;19.7;28;7;10.3;56.2;33;37.2;28.5;98.9;76.3;96.4;61.4;59.9;36.6;6.2;7;8.6;10;7;3.2;;;42;42.0;4.10;0.052;15.57;0.196;42.55;0.535;8.35;0.105;8.93;0.112;4.77;0.37;Aumentar Masa Muscular;1000;;;
253;15/11/2023;311;18;70;179;92.6;40.7;28.7;22.4;26.4;7.4;9.8;56.1;31.3;35.4;26.6;98.4;76.4;93.4;56.4;55.4;34.6;6.4;6.6;6.6;7.4;6;4.4;;;37.4;37.4;3.71;0.053;13.35;0.191;36.39;0.520;8.60;0.123;7.95;0.114;4.58;0.37;Aumentar Masa Muscular;1000;;;
254;15/11/2023;318;18;81.1;183.8;96.2;39.6;30.6;22.2;28.2;7.3;10.8;56.5;31.5;34.4;27.8;99.4;79.6;101.6;58;58;38.6;9.2;7;5.6;11.8;10.8;6;;;50.4;50.4;4.22;0.052;17.51;0.216;40.63;0.501;9.83;0.121;8.90;0.110;4.57;0.43;Aumentar Masa Muscular;1000;;;
255;15/11/2023;313;18;92;183.2;96.8;43;31.5;23.1;29;7.2;10.4;58.8;36.8;38;30.2;106.6;86.4;104.6;62.6;59.8;39.8;7.4;9.8;7.2;11;7.2;4.4;;;47;47.0;4.37;0.047;16.42;0.178;49.78;0.541;11.46;0.125;9.97;0.108;4.99;0.33;Mantener Composición Corporal;;;;
256;15/11/2023;312;17;80;173.6;95;40;31.7;21.1;29.3;7.2;10.1;59.5;32;34.6;28.1;104.6;85.2;100.2;60.4;58.8;39.1;7.4;6.8;6.2;7.8;7.4;4;;;39.6;39.6;3.91;0.049;12.95;0.162;43.07;0.538;10.79;0.135;9.27;0.116;4.64;0.30;;;;;
257;15/11/2023;275;16;72.5;176.2;93.6;40.25;29.5;19.6;26.7;6.8;9.7;56.3;28.6;31.7;26.8;96.8;74.8;97;57.3;56.6;37.2;6.2;8;7;8;9;5;;;43.2;43.2;3.94;0.054;14.63;0.202;37.42;0.516;8.41;0.116;8.11;0.112;4.61;0.39;Disminuir Masa Adiposa;1000;;;
258;16/11/2023;310;1;76.2;181;96.2;41.4;29.6;21.9;30.2;7.3;10.3;56.5;31.7;34.8;28;99.4;77.1;97.4;59;58.6;38.8;5.4;5.2;4.8;5;7.8;2.6;;;30.8;30.8;3.90;0.051;12.61;0.165;41.15;0.540;9.12;0.120;9.42;0.124;4.37;0.31;Mantener Composición Corporal;0;;;
259;16/11/2023;315;18;81.6;182.7;94.9;43.3;32.8;20.3;29.8;7.1;10.2;55.6;33.8;37.6;27.6;105.6;83.2;97.6;60;59.5;39.4;3.4;6;4;4.4;4.4;3.2;;;25.4;25.4;4.03;0.049;11.85;0.145;45.75;0.561;10.51;0.129;9.46;0.116;4.83;0.26;Mantener Composición Corporal;0;;;
260;22/11/2023;326;18;82.4;184.2;82.4;42.1;28.1;23.6;25.1;7.3;10.6;54.3;33.1;36.3;28.3;103.4;81.6;100.8;58.6;56.8;37.2;6.2;7;8.8;12.6;10.6;4.2;;;49.4;49.4;4.24;0.051;17.32;0.210;43.61;0.529;8.95;0.109;8.27;0.100;5.27;0.40;Disminuir Masa Adiposa;1000;;;
261;30/11/2023;310;1;76.9;181;96.2;41.4;29.6;21.9;30.2;7.3;10.3;56.5;31.3;34.6;28.3;98.9;78.3;97.2;58.5;58.7;39.3;5.4;5.2;5;4.4;6.8;2.8;;;29.6;29.6;3.96;0.051;12.52;0.163;41.42;0.539;9.49;0.123;9.51;0.124;4.35;0.30;Mantener Composición Corporal;0;EL jugador mantiene una adecuada composición;;
262;6/12/2023;307;17;74;178.8;94.8;43.5;30.5;19.2;29.8;6.9;10.4;56;27;31.4;26.4;95.4;75.4;97.6;55.6;55.2;36.3;5.2;6.8;5.8;7.8;4.4;3.2;;;33.2;33.2;4.11;0.056;13.61;0.184;36.96;0.500;8.88;0.120;10.44;0.141;3.54;0.37;;;;;
263;6/12/2023;305;16;72.5;172;93.9;40.1;28.7;20.2;27.5;6.7;9.7;55.3;29.2;31.9;26.3;99.7;76.8;96.8;57.2;56.2;37.6;6.6;7;8.4;7;12.4;5.4;;;46.8;46.8;3.82;0.053;14.24;0.196;37.58;0.518;8.71;0.120;8.14;0.112;4.62;0.38;;;;;
264;7/12/2023;277;16;64.6;168.7;93.2;39.4;27.3;18.3;26.7;7;9.8;55.4;28.3;31.2;26.1;93.1;72;96;57.4;57.5;36.2;5.8;6;5.6;6.2;6;4.6;;;34.2;34.2;3.55;0.055;11.39;0.176;34.54;0.535;7.15;0.111;7.98;0.123;4.33;0.33;Mantener Composición Corporal;0;;;
265;7/12/2023;315;18;81.4;182.7;94.9;43.3;32.8;20.3;29.8;7.1;10.2;55.6;33.1;37.4;27.6;104.8;83.8;97.4;59.4;59.1;39.6;3.6;5.6;4;4;4.2;2.8;;;24.2;24.2;4.05;0.050;11.71;0.144;45.38;0.557;10.72;0.132;9.54;0.117;4.76;0.26;Mantener Composición Corporal;0;;;
266;7/12/2023;303;16;75.5;179.5;93.3;41.3;29.3;20.7;26.8;7.2;10;55.2;29.6;33.2;26.2;97.6;81;98;57.3;56.5;37.4;7.8;7;8;8.2;8;4;;;43;43.0;4.03;0.053;15.17;0.201;38.13;0.505;9.67;0.128;8.49;0.112;4.49;0.40;Disminuir Masa Adiposa;1000;El porcentaje de t adiposo puede elevarse como consecuencia de una m muscular dimisnuída. Obj final +2 Kg m. muscular;;
267;7/12/2023;301;18;88.8;189.5;97;43.5;31;23.4;30.2;6.8;10.2;56.6;32.8;36.8;27.3;108.3;85.9;101.1;60.2;59.6;36.4;8.6;6.4;6.2;9;6;4;;;40.2;40.2;4.45;0.050;16.61;0.187;46.44;0.523;11.57;0.130;9.72;0.109;4.78;0.36;Disminuir Masa Adiposa;500;;;
268;8/12/2023;302;18;79.4;180.9;93.5;39.2;31.5;22.4;30.3;7;10;57.2;32;35.2;28.6;100.2;84.5;99.5;60.2;57.8;38.3;6.2;7;8.6;9.2;8.4;5.6;;;45;45.0;3.96;0.050;15.14;0.191;41.20;0.519;10.53;0.133;8.57;0.108;4.81;0.37;Disminuir Masa Adiposa;1000;;;
269;11/12/2023;274;1;79.9;188.6;101.2;43;31.4;18.2;30.7;6.85;9.85;56.5;32.2;35.8;27;99.6;81.1;100.6;57.6;57.7;35.8;8.4;8.2;5.8;7.6;7.6;5.2;;;42.8;42.8;4.23;0.053;16.90;0.212;39.45;0.494;9.78;0.122;9.54;0.119;4.14;0.43;Aumentar Masa Muscular;2000;El porcentaj de tejido adiposo puede alterarse como consecuencia de una masa muscular disminuida;;
270;1/11/2023;5;16;72.8;178.7;96.1;36.1;27;19.9;27.7;6.7;10.3;57;29;31.7;26;92;72.7;96;55.2;54;37.1;4.4;5.1;4.6;6.4;6.8;4;2.5;6.2;31.3;40.0;4.30;0.059;13.94;0.191;38.19;0.525;8.28;0.114;8.08;0.111;4.72;0.36;Mantener Composición Corporal;;;;
271;1/11/2023;15;18;74.95;184.5;98.7;39.7;27.8;17;28.3;6.9;9.9;54.5;31.8;34.8;27.7;97.5;79.7;95.7;59.5;53.2;34.2;6.4;7.6;4;7.2;10;5.9;2.8;8.9;41.1;52.8;4.07;0.054;15.74;0.210;38.77;0.517;8.50;0.113;7.87;0.105;4.93;0.41;Mantener Composición Corporal;;;;
272;1/11/2023;2;17;74.45;180;95.2;38.7;26.7;20.8;26.3;7.3;10;56.9;29;31.6;25.9;95.5;77.5;96.6;60.5;57;37.4;7.5;8.7;6.6;9;7.4;5.8;3.8;11.8;45;60.6;4.04;0.054;15.76;0.212;38.14;0.512;8.59;0.115;7.92;0.106;4.81;0.41;Mantener Composición Corporal;;;;
273;1/11/2023;24;18;73.15;179.5;97;36.6;28.9;22.3;28;7;10.2;54.5;29.5;31.3;26;96.4;77;96;59;55.4;37.4;8.3;10.3;5.9;11.6;13.9;6.2;3.2;13;56.2;72.4;3.90;0.053;17.29;0.236;35.84;0.490;8.85;0.121;7.27;0.099;4.93;0.48;Disminuir Masa Adiposa;;;;
274;1/11/2023;7;17;85.3;179.4;96.4;42.3;30.2;21.7;28.8;7.2;10.7;58.7;30.7;32.9;26.8;96.7;80.7;104.2;64.2;60.6;41.2;5;9.5;8.7;13.5;13;5.8;5;17.1;55.5;77.6;4.31;0.051;17.77;0.208;42.94;0.503;9.95;0.117;10.33;0.121;4.16;0.41;Disminuir Masa Adiposa;;;;
275;1/11/2023;21;18;77.35;184.5;98.4;38;30.8;20.3;30.3;7;10.3;57.2;30.7;33.4;27.6;98;75.8;97.7;59;55.6;37.5;8.7;8.2;7.2;9.6;12;8;3.7;9.3;53.7;66.7;4.06;0.053;17.95;0.232;38.16;0.493;8.72;0.113;8.46;0.109;4.51;0.47;Disminuir Masa Adiposa;;;;
276;1/11/2023;18;18;65.05;170;90.3;40.2;30;19.8;24.7;6.8;9;57.5;30.8;32.8;26.7;93.6;71;88.5;56.5;53.8;34.6;5.6;5.1;8.2;9.1;9.9;6;3.5;8.8;43.9;56.2;3.52;0.054;12.97;0.199;33.91;0.521;7.39;0.114;7.27;0.112;4.66;0.38;Mantener Composición Corporal;;;;
277;1/11/2023;26;;62.25;167.8;88;39.5;29.4;21.5;26.3;6.7;9.6;53.9;27.4;29.3;25;94.5;75.4;90.5;55.5;53.5;34.9;8.5;9.1;6.3;9.7;8.9;5.7;3.2;9.7;48.2;61.1;3.35;0.054;12.99;0.209;30.66;0.493;8.03;0.129;7.21;0.116;4.25;0.42;Mantener Composición Corporal;;;;
278;1/11/2023;22;16;62.85;174.4;94;37.3;26.9;19.2;25.7;6.9;9;55.4;28.8;30.5;25.8;90.6;71.5;91.5;55;50.3;34.7;7.4;6.7;5.1;6.6;10.2;5.3;3.4;7.6;41.3;52.3;3.63;0.058;13.73;0.218;31.73;0.505;7.18;0.114;6.59;0.105;4.82;0.43;Mantener Composición Corporal;;;;
279;1/11/2023;29;17;65.65;163.35;88;39.1;26;18.2;24.4;6.7;9.2;53.9;32.8;34.8;28;92.4;72.8;91.4;58.8;56.1;38.5;6.3;8.4;5.1;6.8;8.8;6.1;3.2;7.2;41.5;51.9;3.50;0.053;11.65;0.177;36.64;0.558;6.97;0.106;6.89;0.105;5.32;0.32;Mantener Composición Corporal;;;;
280;1/11/2023;19;18;64.05;175.3;92.3;38.7;26.8;19.3;27.4;6.65;9.2;55.7;28;30.7;25;88.2;76;92;54;52.1;35.2;7.3;8.6;7.8;16;10.8;5.6;3.2;11.6;56.1;70.9;3.64;0.057;16.41;0.256;29.28;0.457;7.40;0.116;7.32;0.114;4.00;0.56;Disminuir Masa Adiposa;;;;
281;1/11/2023;17;16;66.25;170.1;92.4;37.1;26.9;20.7;25.8;6.8;9.8;54.6;28.6;31.6;25.7;92.7;76.3;92.1;56.6;54.5;36.4;5.7;7.6;6.4;12.1;10;7.7;4;10.2;49.5;63.7;3.63;0.055;14.25;0.215;33.37;0.504;8.00;0.121;6.99;0.106;4.77;0.43;Mantener Composición Corporal;;;;
282;1/11/2023;20;17;87.4;181.4;98.5;40.3;30;21.5;28.2;7.5;10.1;58.7;33.5;35.8;29.3;105.3;83;103;66;63;42;6;8.8;5.9;13.3;8.1;4.7;3.4;16.2;46.8;66.4;4.16;0.048;15.70;0.180;48.78;0.558;9.89;0.113;8.86;0.101;5.51;0.32;Mantener Composición Corporal;;;;
283;1/11/2023;23;1;77.05;181;96.2;37.8;28.5;17.8;27.8;6.8;10.1;57.5;33.7;36;28.5;93.8;75.5;101;60;57.5;36.7;8.8;10.1;7.5;7.9;13;5.9;4;13.9;53.2;71.1;4.15;0.054;17.67;0.229;39.22;0.509;8.07;0.105;7.94;0.103;4.94;0.45;Mantener Composición Corporal;;;;
284;1/11/2023;11;18;67.1;169.3;93.5;37.3;27.7;18.8;26;7;9.8;54.7;29.6;31.5;27.3;90.7;73;96.8;58;54.2;35.8;6.8;7.5;5.2;11.8;8;5.9;4.1;9.5;45.2;58.8;3.72;0.055;13.67;0.204;34.95;0.521;7.37;0.110;7.39;0.110;4.73;0.39;Mantener Composición Corporal;;;;
285;1/11/2023;10;17;74.85;176;91;40.4;29;20.3;25.8;7.1;9.7;55;30.5;33.3;27.8;94.2;77;98.7;61;57.5;37.5;6.4;8.4;7.7;11;9.7;4.8;3.5;10.5;48;62.0;3.98;0.053;15.42;0.206;38.98;0.521;8.58;0.115;7.89;0.105;4.94;0.40;Mantener Composición Corporal;;;;
286;1/11/2023;12;18;76.35;183.1;99.2;39.9;28;20.9;28.8;7.2;10.5;57;29.4;32.4;26.6;94.8;73.5;94.6;58.3;54.5;40.2;7;10;8;8.5;11.5;6.5;3;12;51.5;66.5;4.11;0.054;17.58;0.230;37.61;0.493;8.02;0.105;9.03;0.118;4.17;0.47;Mantener Composición Corporal;;;;
287;1/11/2023;25;17;70.7;174.7;92.4;39.4;28.8;19.2;27.2;6.5;9.7;56;29.5;31.5;25.6;92.1;74.4;94.7;56.4;53.2;34;12;10;8;17;12;8;4;18;67;89.0;3.93;0.056;18.89;0.267;32.19;0.455;7.69;0.109;7.99;0.113;4.03;0.59;Disminuir Masa Adiposa;;;;
288;1/11/2023;14;16;65.8;169;91;40;29.8;19.7;26.8;6.8;9.8;56.7;28.2;30.1;24.9;97.2;74.9;92.8;55.3;52.4;34.8;8.8;7.8;5.8;7.5;8.9;5.8;3.5;9.6;44.6;57.7;3.55;0.054;13.02;0.198;32.91;0.500;8.19;0.124;8.13;0.123;4.05;0.40;Mantener Composición Corporal;;;;
289;1/11/2023;28;16;78;181.7;95.2;44.2;29.3;19.4;27.9;6.3;10.3;58.9;30.3;33.6;26.5;98.2;76;102;60;57.8;38;7.7;6;4.7;6.4;4.9;4.7;2.8;6.8;34.4;44.0;4.16;0.053;14.10;0.181;41.28;0.529;8.70;0.112;9.76;0.125;4.23;0.34;Mantener Composición Corporal;;;;
290;1/11/2023;16;16;63.3;162.3;86.2;39.2;27.8;17.4;26.5;6.4;9.2;55.2;29.3;32.3;27.7;87.6;73;90.5;53.3;52.7;37.5;7.3;7.6;9.5;12.4;10.9;6.5;3.1;16.7;54.2;74.0;3.51;0.055;13.69;0.216;31.52;0.498;6.99;0.110;7.60;0.120;4.15;0.43;Disminuir Masa Adiposa;;;;
291;1/11/2023;8;18;68.5;172.1;93.4;39.5;30.5;18.1;28.6;6.5;9.2;56.5;30.5;32.3;25;91.6;74.8;91.2;53.6;51.3;35.5;9.5;10.1;9.7;14.4;10.8;9.1;5.3;17;63.6;85.9;3.77;0.055;17.33;0.253;31.35;0.458;7.91;0.115;8.14;0.119;3.85;0.55;Disminuir Masa Adiposa;;;;
292;1/11/2023;3;;73.8;176.4;94.1;39.3;29.7;19.5;28;7.5;10.25;56.7;31.3;33.8;28.3;93;76;97.5;58.3;56;38.5;6.8;7.8;4.9;8.9;10;4.8;3.7;8;43.2;54.9;3.93;0.053;14.52;0.197;38.00;0.515;8.52;0.115;8.83;0.120;4.30;0.38;Mantener Composición Corporal;;;;
293;1/11/2023;1;18;65.5;176.8;92;39.4;28.3;18.3;27;6.7;9.4;58;26.6;30;24.2;90.6;70.5;92.7;51.8;50.5;34.2;4.4;5.9;3.6;5.1;5;3.8;2.5;4.9;27.8;35.2;4.04;0.062;12.74;0.195;32.47;0.496;7.77;0.119;8.47;0.129;3.83;0.39;Aumentar Masa Muscular;;;;
294;1/11/2023;58;17;70.9;172.3;88;39;30;19.8;27;6;9.6;54;30.8;33;26.2;95.8;78;94;58;55.7;36.2;9;6.7;5.7;11.7;9.4;6;4;12.5;48.5;65.0;3.81;0.054;14.67;0.207;36.62;0.516;8.62;0.122;7.18;0.101;5.10;0.40;Mantener Composición Corporal;;;;
295;02/01/2024;5;16;72;179;87.1;39.6;27.7;20.2;28.1;7.2;10.6;57.1;29.7;32.8;26.6;95.2;71.7;95.6;56.2;55;36.6;4.8;6.4;5.4;6.4;7.6;5.4;;;36;;3.96;0.056;13.71;0.194;36.66;0.518;7.46;0.106;8.94;0.126;4.10;0.37;;;;;
296;19/01/2024;5;16;72.8;179;87.1;39.6;27.7;20.2;28.1;7.2;10.6;57.1;29.9;32.7;26.7;94.6;72;96.8;57.2;56.1;37.2;4.6;5.8;6;6.6;5;5;;;33;;3.96;0.056;13.15;0.184;37.75;0.529;7.50;0.105;8.94;0.125;4.22;0.35;;;;;
297;09/02/2024;5;16;72.5;179;87.1;39.6;27.7;20.2;28.1;7.2;10.6;57.1;29.7;33;26.3;94.2;72.5;97.2;56.9;56;37.2;5.2;6;5.6;7.4;5;4.6;;;33.8;;3.96;0.056;13.30;0.188;37.13;0.524;7.54;0.106;8.94;0.126;4.15;0.36;;;;;
298;07/03/2024;5;16;72.4;179;87.1;39.6;27.7;20.2;28.1;7.2;10.6;57.1;29.4;32.8;26.5;94.6;71.4;98.4;56.4;55.3;37.2;5;6;6;7;6;5;;;35;;3.96;0.056;13.52;0.191;36.88;0.522;7.38;0.104;8.94;0.127;4.12;0.37;;;;;
299;02/04/2024;5;16;72.8;180;87.4;39.6;27.7;20.2;28.1;7.2;10.6;57.1;29.6;32.5;26.8;95.4;72;98.4;56.8;56.2;37.2;5.2;6;5.2;6.4;6.6;5;;;34.4;;3.96;0.055;13.60;0.190;37.55;0.525;7.52;0.105;8.90;0.125;4.22;0.36;Disminuir Masa Adiposa;1000;Se debe disminuir el porcentaje de tejido adiposo. Obj Final +1 Kg m. muscular y '-2 Kg t adiposo;;
300;03/01/2024;321;17;70.6;171;83.8;40.3;26.2;22.7;27.4;7.4;10;55.6;30.3;33.4;26.6;95.3;78.4;96.5;55.5;54.5;35.5;8.2;8.4;9;14.6;11.6;4.2;;;56;;3.74;0.053;15.62;0.220;34.70;0.489;8.10;0.114;8.75;0.123;3.97;0.45;;;;;
301;18/01/2024;321;17;70.5;171;83.8;40.3;26.2;22.7;27.4;7.4;10;55.6;30.5;33.6;26.6;95.2;75.9;96.1;57.3;54.4;35.8;8;8.4;9;11;10.4;4;;;50.8;;3.74;0.053;14.74;0.208;35.78;0.505;7.89;0.111;8.75;0.123;4.09;0.41;;;;;
302;09/02/2024;321;17;69.7;171;83.8;40.3;26.2;22.7;27.4;7.4;10;55.6;30.3;33.6;26.6;95.6;77;96.2;55.9;53.6;35.4;7.4;8;9.6;12;10.6;4.2;;;51.8;;3.74;0.053;14.91;0.211;35.21;0.499;8.01;0.114;8.75;0.124;4.02;0.42;;;;;
303;08/03/2024;321;17;70.2;171;83.8;40.3;26.2;22.7;27.4;7.4;10;55.6;30.6;33.6;26.7;94.8;77;97.2;56.6;54.4;35.6;7;7.4;9.6;10.8;10.4;4.2;;;49.4;;3.74;0.053;14.50;0.205;35.56;0.504;8.07;0.114;8.75;0.124;4.06;0.41;;;;;
304;09/04/2024;321;17;69.4;171;83.8;40.3;26.2;22.7;27.4;7.4;10;55.6;30.3;34.3;27;95;75.3;96.6;55;54.5;35.8;6;7;7.8;8.4;8.2;3.6;;;41;;3.74;0.054;13.07;0.189;35.61;0.515;7.93;0.115;8.75;0.127;4.07;0.37;Disminuir Masa Adiposa;500;Se debe disminuir el porcentaje de tejido adiposo. Obj final - 3 Kg;;
305;03/01/2024;310;1;76.1;181;96.2;41.7;28.6;22.3;29.6;7.3;10.3;56.6;31;34.2;27.9;99;79.8;96.6;57.3;57.8;38.8;5.6;5.8;5.4;8;7.2;2.8;;;34.8;;4.13;0.052;13.87;0.176;41.43;0.525;9.71;0.123;9.72;0.123;4.26;0.33;;;;;
306;24/01/2024;310;1;78.4;181;96.2;41.7;28.6;22.3;29.6;7.3;10.3;56.6;32;34.7;28.4;98.7;78.2;97.6;59.4;58.8;38.9;5.6;5.8;6.2;7.2;7.2;2.8;;;34.8;;4.13;0.052;13.87;0.173;42.94;0.536;9.44;0.118;9.72;0.121;4.42;0.32;;;;;
307;09/02/2024;310;1;77.4;181;96.2;41.7;28.6;22.3;29.6;7.3;10.3;56.6;31.6;34.8;28.4;99.2;78;96.8;58.6;59.3;38.9;5.2;5.8;6.8;7.2;7.2;3;;;35.2;;4.13;0.052;13.94;0.175;42.66;0.534;9.40;0.118;9.72;0.122;4.39;0.33;;;;;
308;22/02/2024;310;1;78.2;181;96.2;41.7;28.6;22.3;29.6;7.3;10.3;56.6;32.2;34.8;28.5;98.7;80.4;100.1;59.6;59.7;39.6;5;5.8;6.2;6.4;7;3;;;33.4;;4.13;0.051;13.60;0.168;43.56;0.538;9.94;0.123;9.72;0.120;4.48;0.31;;;;;
309;07/03/2024;310;1;77.7;181;96.2;41.7;28.6;22.3;29.6;7.3;10.3;56.6;31.7;34.8;28.6;100.4;81.8;98.6;59.4;58.9;39.2;5.8;6;5.6;7;7.4;3;;;34.8;;4.13;0.051;13.87;0.170;43.68;0.536;10.18;0.125;9.72;0.119;4.49;0.32;;;;;
310;15/03/2024;310;1;78.2;181;96.2;41.7;28.6;22.3;29.6;7.3;10.3;56.6;31.4;35.2;28.7;101.1;79.8;100.1;59;58.4;39.4;5.4;6.2;6.4;6;7.2;2.8;;;34;;4.13;0.051;13.72;0.169;43.89;0.540;9.84;0.121;9.72;0.120;4.52;0.31;;;;;
311;05/04/2024;310;1;79.4;181;96.2;41.7;28.6;22.3;29.6;7.3;10.3;56.6;32.2;35.2;29;102;80.6;99.6;60.1;59.4;39.3;5.6;6.2;7;9;7.2;3.2;;;38.2;;4.13;0.050;14.52;0.174;45.14;0.542;9.81;0.118;9.72;0.117;4.64;0.32;Mantener Composición Corporal;0;El jugador mantiene una buena composición.;;
312;02/01/2024;21;18;75.8;184.5;98.2;38.8;29.9;22.1;29.8;7;9.9;57.3;30.1;33.1;27.3;98.1;76;94.6;58.2;57.7;36.8;8.8;8.6;9.8;12.4;12.8;6.8;;;59.2;;4.14;0.053;19.38;0.246;37.79;0.480;8.92;0.113;8.48;0.108;4.46;0.51;;;;;
313;19/01/2024;21;18;75.4;184.5;98.2;38.8;29.9;22.1;29.8;7;9.9;57.3;29.6;33.4;27.3;100.1;75.7;94.7;57.8;57;37.1;7.4;7.6;7.8;9.4;10.6;5.4;;;48.2;;4.14;0.053;17.20;0.220;39.31;0.503;9.06;0.116;8.48;0.108;4.64;0.44;;;;;
314;09/02/2024;21;18;75.6;184.5;98.2;38.8;29.9;22.1;29.8;7;9.9;57.3;29.4;33.4;27.4;99.7;76.2;96.4;58.3;57.8;36.7;7.6;7.2;7.2;8.2;9.8;6.2;;;46.2;;4.14;0.053;16.81;0.216;39.16;0.503;9.24;0.119;8.48;0.109;4.62;0.43;;;;;
315;12/03/2024;21;18;77.2;184.5;98.2;38.8;29.9;22.1;29.8;7;9.9;57.3;30.4;34.3;27.7;101.3;76.1;97.8;59.3;58.7;37.2;7;7.2;6.8;8.6;9.4;5.8;;;44.8;;4.14;0.052;16.53;0.207;41.39;0.519;9.19;0.115;8.48;0.106;4.88;0.40;;;;;
316;09/04/2024;21;18;77.1;184.5;98.2;38.8;29.9;22.1;29.8;7;9.9;57.3;29.7;33.4;27.4;101.6;77.1;96.6;58.3;58.3;37.4;6.8;7.8;7.6;9.8;11.2;5.8;;;49;;4.14;0.052;17.36;0.218;40.38;0.507;9.32;0.117;8.48;0.106;4.76;0.43;Aumentar Masa Muscular;1000;El porcentaje de t adiposo puede elevarse como consecuencia de una m muscular dimisnuída. Obj final -3 Kg t. adiposo + 3 Kg m.muscular;;
317;03/01/2024;303;16;74;179.5;93.3;41.3;29.3;20.7;26.8;7.2;10;54.8;29.7;32.6;26.4;95.2;79.9;97.6;57.4;55.6;36.8;8.6;8.6;8.8;11.8;9;4.2;;;51;;3.98;0.053;16.61;0.223;36.35;0.487;9.22;0.124;8.41;0.113;4.32;0.46;;;;;
318;18/01/2024;303;16;73.6;179.5;93.3;41.3;29.3;20.7;26.8;7.2;10;54.8;29.4;33.1;26;96.1;78.4;97.1;57.1;56.2;37.2;8.2;8.4;8.4;10.4;8;4;;;47.4;;3.98;0.054;15.94;0.215;36.73;0.496;9.02;0.122;8.41;0.114;4.37;0.43;;;;;
319;08/02/2024;303;16;73.5;179.5;93.3;41.3;29.3;20.7;26.8;7.2;10;54.8;29.3;32.4;26.4;97.4;77.3;96.6;56.6;56.6;37.6;7.8;7.6;7.6;8.6;8;4.2;;;43.8;;3.98;0.054;15.26;0.206;37.53;0.506;8.91;0.120;8.41;0.113;4.46;0.41;;;;;
